location,date,new_cases_per_million,new_deaths_per_million,new_vaccinations_smoothed_per_million
Africa,2021-12-23,40.186,0.138,1743
Africa,2021-12-24,35.412,0.136,1696
Africa,2021-12-25,29.507,0.121,1642
Africa,2021-12-26,16.974,0.106,1584
Africa,2021-12-27,23.391,0.179,1488
Africa,2021-12-28,30.616,0.141,1390
Africa,2021-12-29,35.146,0.169,1299
Africa,2021-12-30,43.467,0.216,1228
Africa,2021-12-31,37.741,0.173,1243
Africa,2022-01-01,29.129,0.131,1238
Africa,2022-01-02,16.545,0.108,1194
Africa,2022-01-03,19.76,0.182,1194
Africa,2022-01-04,41.72,0.286,1194
Africa,2022-01-05,39.67,0.206,1160
Africa,2022-01-06,41.397,0.164,1148
Africa,2022-01-07,34.803,0.246,1166
Africa,2022-01-08,30.436,0.226,1188
Africa,2022-01-09,20.61,0.186,1243
Africa,2022-01-10,22.718,0.218,1255
Africa,2022-01-11,27.627,0.235,1236
Africa,2022-01-12,28.643,0.315,1247
Africa,2022-01-13,33.469,0.247,1268
Africa,2022-01-14,28.937,0.227,1238
Africa,2022-01-15,26.556,0.274,1216
Africa,2022-01-16,12.509,0.182,1250
Africa,2022-01-17,21.689,0.291,1317
Africa,2022-01-18,19.356,0.228,1343
Africa,2022-01-19,25.301,0.165,1358
Africa,2022-01-20,35.446,0.368,1331
Africa,2022-01-21,26.876,0.251,1284
Africa,2022-01-22,29.495,0.27,1249
Africa,2022-01-23,11.837,0.202,1163
Africa,2022-01-24,19.336,0.5,1056
Africa,2022-01-25,40.269,0.187,1028
Africa,2022-01-26,24.062,0.236,1025
Africa,2022-01-27,26.935,0.279,1030
Africa,2022-01-28,20.509,0.236,1022
Africa,2022-01-29,23.68,0.282,1007
Africa,2022-01-30,11.768,0.182,1000
Africa,2022-01-31,21.122,0.233,1018
Africa,2022-02-01,19.393,0.312,1059
Africa,2022-02-02,14.11,0.293,1076
Africa,2022-02-03,22.885,0.314,1091
Africa,2022-02-04,12.614,0.116,1117
Africa,2022-02-05,16.113,0.366,1156
Africa,2022-02-06,11.914,0.159,1188
Africa,2022-02-07,11.003,0.335,1189
Africa,2022-02-08,12.463,0.414,1137
Africa,2022-02-09,15.39,0.4,1096
Africa,2022-02-10,15.106,0.302,1072
Africa,2022-02-11,13.151,0.248,1051
Africa,2022-02-12,9.989,0.291,1029
Africa,2022-02-13,8.285,0.081,1004
Africa,2022-02-14,9.958,0.327,996
Africa,2022-02-15,9.982,0.229,1009
Africa,2022-02-16,13.019,0.229,1124
Africa,2022-02-17,12.631,0.45,1256
Africa,2022-02-18,12.03,0.378,1394
Africa,2022-02-19,6.729,0.308,1585
Africa,2022-02-20,10.952,0.16,1720
Africa,2022-02-21,8.059,0.276,1890
Africa,2022-02-22,9.336,0.145,2076
Africa,2022-02-23,9.76,0.19,2075
Africa,2022-02-24,8.862,0.127,2049
Africa,2022-02-25,8.689,0.157,1935
Africa,2022-02-26,6.283,0.113,1836
Africa,2022-02-27,6.115,0.134,1720
Africa,2022-02-28,5.563,0.203,1580
Africa,2022-03-01,5.282,0.055,1403
Africa,2022-03-02,4.838,0.089,1366
Africa,2022-03-03,4.383,0.091,1290
Africa,2022-03-04,4.928,0.053,1304
Africa,2022-03-05,5.083,0.072,1217
Africa,2022-03-06,2.459,0.033,1174
Africa,2022-03-07,2.788,0.787,1148
Africa,2022-03-08,11.435,0.052,1135
Africa,2022-03-09,3.723,0.07,1050
Africa,2022-03-10,12.235,0.082,975
Africa,2022-03-11,3.88,0.043,900
Africa,2022-03-12,7.753,0.021,832
Africa,2022-03-13,1.792,0.034,801
Africa,2022-03-14,1.596,0.029,743
Africa,2022-03-15,2.114,0.014,697
Africa,2022-03-16,2.881,0.04,665
Africa,2022-03-17,1.797,0.065,662
Africa,2022-03-18,9.698,0.036,643
Africa,2022-03-19,1.433,0.019,659
Africa,2022-03-20,0.993,0.009,668
Africa,2022-03-21,5.232,0.08,660
Africa,2022-03-22,4.214,0.08,650
Africa,2022-03-23,1.677,0.034,646
Africa,2022-03-24,10.47,0.052,656
Africa,2022-03-25,1.846,0.015,668
Africa,2022-03-26,1.383,0.024,668
Africa,2022-03-27,1.065,0.009,665
Africa,2022-03-28,4.056,0.051,685
Africa,2022-03-29,3.051,0.126,701
Africa,2022-03-30,36.042,0.083,764
Africa,2022-03-31,2.007,0.019,818
Africa,2022-04-01,0.44,0.006,829
Africa,2022-04-02,0.307,0.008,840
Africa,2022-04-03,2.996,0.014,860
Africa,2022-04-04,3.558,0.048,863
Africa,2022-04-05,6.377,0.099,862
Africa,2022-04-06,1.818,0.004,807
Africa,2022-04-07,1.444,0.006,752
Africa,2022-04-08,1.541,0.009,740
Africa,2022-04-09,1.056,0.014,735
Africa,2022-04-10,0.819,0.004,718
Africa,2022-04-11,3.037,0.053,677
Africa,2022-04-12,2.359,0.078,647
Africa,2022-04-13,1.75,0.015,608
Africa,2022-04-14,4.524,0.011,569
Africa,2022-04-15,1.632,0.006,530
Africa,2022-04-16,1.066,0.005,485
Africa,2022-04-17,0.766,0.004,455
Africa,2022-04-18,0.762,0.028,449
Africa,2022-04-19,4.767,0.095,439
Africa,2022-04-20,3.748,0.015,437
Africa,2022-04-21,3.936,0.051,438
Africa,2022-04-22,3.708,0.01,441
Africa,2022-04-23,3.21,0.011,448
Africa,2022-04-24,2.427,0.006,445
Africa,2022-04-25,2.48,0.024,464
Africa,2022-04-26,4.641,0.026,487
Africa,2022-04-27,4.835,0.004,564
Africa,2022-04-28,3.595,0.006,635
Africa,2022-04-29,4.055,0.004,711
Africa,2022-04-30,4.237,0.002,784
Africa,2022-05-01,3.717,0,856
Africa,2022-05-02,3.493,0.007,851
Africa,2022-05-03,3.036,0.005,840
Africa,2022-05-04,6.212,0.06,781
Africa,2022-05-05,7.426,0.047,728
Africa,2022-05-06,7.025,0.028,671
Africa,2022-05-07,6.564,0.013,619
Africa,2022-05-08,4.22,0.009,572
Africa,2022-05-09,2.936,0.033,562
Africa,2022-05-10,7.636,0.057,565
Africa,2022-05-11,7.935,0.037,558
Africa,2022-05-12,7.732,0.016,551
Africa,2022-05-13,6.519,0.083,540
Africa,2022-05-14,6.508,0.006,534
Africa,2022-05-15,3.302,0.002,535
Africa,2022-05-16,3.242,0.032,622
Africa,2022-05-17,4.772,0.034,696
Africa,2022-05-18,7.17,0.082,779
Africa,2022-05-19,1.349,0.002,852
Africa,2022-05-20,10.435,0.037,927
Africa,2022-05-21,4.042,0.011,1001
Africa,2022-05-22,5.708,0.008,1068
Africa,2022-05-23,1.786,0.028,1011
Africa,2022-05-24,4.907,0.047,959
Africa,2022-05-25,5.567,0.037,901
Africa,2022-05-26,4.446,0.037,848
Africa,2022-05-27,3.607,0.029,813
Africa,2022-05-28,3.368,0.01,751
Africa,2022-05-29,1.654,0.006,692
Africa,2022-05-30,2.063,0.023,688
Africa,2022-05-31,4.346,0.035,593
Africa,2022-06-01,3.432,0.026,604
Africa,2022-06-02,4.881,0.026,617
Africa,2022-06-03,2.692,0.027,616
Africa,2022-06-04,2.333,0.022,617
Africa,2022-06-05,2.14,0.006,618
Africa,2022-06-06,1.911,0.008,641
Africa,2022-06-07,5.657,0.068,664
Africa,2022-06-08,3.468,0.027,681
Africa,2022-06-09,3.177,0.018,686
Africa,2022-06-10,3.97,0.023,689
Africa,2022-06-11,3.157,0.011,712
Africa,2022-06-12,2.045,0.008,734
Africa,2022-06-13,2.288,0.023,734
Africa,2022-06-14,6.994,0.045,734
Africa,2022-06-15,4.799,0.029,721
Africa,2022-06-16,4.386,0.018,716
Africa,2022-06-17,3.864,0.014,709
Africa,2022-06-18,2.782,0.004,701
Africa,2022-06-19,3.787,0.019,695
Africa,2022-06-20,2.54,0.024,1019
Africa,2022-06-21,8.294,0.039,1343
Africa,2022-06-22,5.644,0.054,1672
Africa,2022-06-23,6.691,0.025,2008
Africa,2022-06-24,4.656,0.019,2339
Africa,2022-06-25,4.035,0.016,2670
Africa,2022-06-26,2.817,0.006,3002
Africa,2022-06-27,3.265,0.014,2724
Africa,2022-06-28,6.661,0.019,2485
Africa,2022-06-29,8.806,0.036,2243
Africa,2022-06-30,6.89,0.018,1959
Africa,2022-07-01,4.393,0.029,1675
Africa,2022-07-02,3.795,0.017,1391
Africa,2022-07-03,3.185,0.009,1110
Africa,2022-07-04,1.742,0.008,1074
Africa,2022-07-05,3.92,0.037,1020
Africa,2022-07-06,13.716,0.052,960
Africa,2022-07-07,5.065,0.029,934
Africa,2022-07-08,3.147,0.012,922
Africa,2022-07-09,3.115,0.011,906
Africa,2022-07-10,1.734,0.014,887
Africa,2022-07-11,3.349,0.009,891
Africa,2022-07-12,16.819,0.068,896
Africa,2022-07-13,2.583,0.019,907
Africa,2022-07-14,3.76,0.008,919
Africa,2022-07-15,3.393,0.014,924
Africa,2022-07-16,2.756,0.022,933
Africa,2022-07-17,1.039,0.007,980
Africa,2022-07-18,3.881,0.03,988
Africa,2022-07-19,23.316,0.122,997
Africa,2022-07-20,1.847,0.009,977
Africa,2022-07-21,2.252,0.011,960
Africa,2022-07-22,1.257,0.007,942
Africa,2022-07-23,1.519,0.004,922
Africa,2022-07-24,0.804,0.007,867
Africa,2022-07-25,6.342,0.024,826
Africa,2022-07-26,12.032,0.085,787
Africa,2022-07-27,0.847,0.004,776
Africa,2022-07-28,5.596,0.028,758
Africa,2022-07-29,1.693,0.014,739
Africa,2022-07-30,0.549,0.001,722
Africa,2022-07-31,0.819,0.004,705
Africa,2022-08-01,0.51,0.003,695
Africa,2022-08-02,3.647,0.014,686
Africa,2022-08-03,5.405,0.054,676
Africa,2022-08-04,0.834,0.007,673
Africa,2022-08-05,4.557,0.009,671
Africa,2022-08-06,0.376,0.004,668
Africa,2022-08-07,2.083,0.004,665
Africa,2022-08-08,1.338,0.009,629
Africa,2022-08-09,0.636,0.004,620
Africa,2022-08-10,4.348,0.04,609
Africa,2022-08-11,1.136,0.006,599
Africa,2022-08-12,1.444,0.009,590
Africa,2022-08-13,0.992,0.002,576
Africa,2022-08-14,0.466,0.004,562
Africa,2022-08-15,3.049,0.007,555
Africa,2022-08-16,2.819,0.028,561
Africa,2022-08-17,0.881,0.071,570
Africa,2022-08-18,0.631,0.007,576
Africa,2022-08-19,2.933,0.003,583
Africa,2022-08-20,0.514,0.004,595
Africa,2022-08-21,0.143,0,607
Africa,2022-08-22,0.887,0.008,362
Africa,2022-08-23,0.771,0.001,374
Africa,2022-08-24,1.199,0.023,386
Africa,2022-08-25,0.839,0.009,399
Africa,2022-08-26,1.309,0.009,411
Africa,2022-08-27,0.378,0,423
Africa,2022-08-28,0.216,0.001,435
Africa,2022-08-29,0.701,0.002,70
Africa,2022-08-30,2.607,0.008,53
Africa,2022-08-31,0.967,0.005,47
Africa,2022-09-01,0.603,0.022,46
Africa,2022-09-02,0.633,0.001,45
Africa,2022-09-03,0.404,0.001,43
Africa,2022-09-04,0.423,0.003,43
Africa,2022-09-05,1.833,0.004,
Africa,2022-09-06,1.113,0.004,
Africa,2022-09-07,0.923,0.017,
Africa,2022-09-08,0.574,0.006,
Africa,2022-09-09,0.851,0.018,
Africa,2022-09-10,0.363,0.001,
Asia,2020-01-22,0,0,
Asia,2020-01-23,0.021,0,
Asia,2020-01-24,0.06,0.002,
Asia,2020-01-25,0.105,0.003,
Asia,2020-01-26,0.144,0.003,
Asia,2020-01-27,0.172,0.006,
Asia,2020-01-28,0.564,0.01,
Asia,2020-01-29,0.125,0,
Asia,2020-01-30,0.44,0.008,
Asia,2020-01-31,0.358,0.009,
Asia,2020-02-01,0.448,0.01,
Asia,2020-02-02,1.011,0.022,
Asia,2020-02-03,0.658,0.014,
Asia,2020-02-04,0.854,0.014,
Asia,2020-02-05,0.798,0.015,
Asia,2020-02-06,0.673,0.015,
Asia,2020-02-07,0.752,0.018,
Asia,2020-02-08,0.58,0.019,
Asia,2020-02-09,0.645,0.021,
Asia,2020-02-10,0.541,0.023,
Asia,2020-02-11,0.434,0.021,
Asia,2020-02-12,0.08,0.001,
Asia,2020-02-13,3.228,0.054,
Asia,2020-02-14,1.381,0.032,
Asia,2020-02-15,0.442,0.03,
Asia,2020-02-16,0.45,0.022,
Asia,2020-02-17,0.412,0.021,
Asia,2020-02-18,0.382,0.03,
Asia,2020-02-19,0.089,0.025,
Asia,2020-02-20,0.116,0.026,
Asia,2020-02-21,0.13,0.001,
Asia,2020-02-22,0.366,0.044,
Asia,2020-02-23,0.048,0.002,
Asia,2020-02-24,0.105,0.033,
Asia,2020-02-25,0.158,0.016,
Asia,2020-02-26,0.17,0.012,
Asia,2020-02-27,0.233,0.008,
Asia,2020-02-28,0.23,0.011,
Asia,2020-02-29,0.318,0.013,
Asia,2020-03-01,0.339,0.01,
Asia,2020-03-02,0.295,0.014,
Asia,2020-03-03,0.398,0.009,
Asia,2020-03-04,0.262,0.013,
Asia,2020-03-05,0.275,0.01,
Asia,2020-03-06,0.433,0.012,
Asia,2020-03-07,0.375,0.011,
Asia,2020-03-08,0.256,0.018,
Asia,2020-03-09,0.193,0.015,
Asia,2020-03-10,0.253,0.016,
Asia,2020-03-11,0.373,0.021,
Asia,2020-03-12,0.292,0.021,
Asia,2020-03-13,0.385,0.022,
Asia,2020-03-14,0.407,0.026,
Asia,2020-03-15,0.415,0.028,
Asia,2020-03-16,0.365,0.032,
Asia,2020-03-17,0.427,0.034,
Asia,2020-03-18,0.454,0.04,
Asia,2020-03-19,0.456,0.038,
Asia,2020-03-20,0.575,0.038,
Asia,2020-03-21,0.545,0.034,
Asia,2020-03-22,0.69,0.044,
Asia,2020-03-23,0.654,0.034,
Asia,2020-03-24,0.771,0.036,
Asia,2020-03-25,1.153,0.041,
Asia,2020-03-26,1.22,0.052,
Asia,2020-03-27,1.51,0.045,
Asia,2020-03-28,1.532,0.046,
Asia,2020-03-29,1.535,0.046,
Asia,2020-03-30,1.542,0.045,
Asia,2020-03-31,2.253,0.052,
Asia,2020-04-01,1.859,0.065,
Asia,2020-04-02,1.959,0.062,
Asia,2020-04-03,1.874,0.06,
Asia,2020-04-04,1.923,0.066,
Asia,2020-04-05,2.121,0.065,
Asia,2020-04-06,2.148,0.067,
Asia,2020-04-07,2.039,0.062,
Asia,2020-04-08,2.145,0.066,
Asia,2020-04-09,2.183,0.077,
Asia,2020-04-10,2.384,0.076,
Asia,2020-04-11,2.556,0.077,
Asia,2020-04-12,2.485,0.087,
Asia,2020-04-13,2.466,0.07,
Asia,2020-04-14,2.444,0.084,
Asia,2020-04-15,2.443,0.069,
Asia,2020-04-16,2.642,0.078,
Asia,2020-04-17,2.73,0.078,
Asia,2020-04-18,2.6,0.072,
Asia,2020-04-19,2.616,0.079,
Asia,2020-04-20,2.999,0.076,
Asia,2020-04-21,2.914,0.08,
Asia,2020-04-22,2.604,0.075,
Asia,2020-04-23,2.734,0.075,
Asia,2020-04-24,2.77,0.081,
Asia,2020-04-25,2.558,0.074,
Asia,2020-04-26,2.471,0.063,
Asia,2020-04-27,2.345,0.076,
Asia,2020-04-28,2.556,0.075,
Asia,2020-04-29,2.765,0.08,
Asia,2020-04-30,2.751,0.075,
Asia,2020-05-01,2.849,0.069,
Asia,2020-05-02,2.591,0.082,
Asia,2020-05-03,2.648,0.059,
Asia,2020-05-04,2.986,0.096,
Asia,2020-05-05,3.181,0.079,
Asia,2020-05-06,3.41,0.079,
Asia,2020-05-07,3.339,0.078,
Asia,2020-05-08,3.58,0.07,
Asia,2020-05-09,3.225,0.07,
Asia,2020-05-10,3.94,0.078,
Asia,2020-05-11,3.528,0.065,
Asia,2020-05-12,3.631,0.077,
Asia,2020-05-13,3.617,0.079,
Asia,2020-05-14,4.394,0.084,
Asia,2020-05-15,3.788,0.072,
Asia,2020-05-16,4.214,0.074,
Asia,2020-05-17,4.433,0.088,
Asia,2020-05-18,4.403,0.082,
Asia,2020-05-19,4.724,0.084,
Asia,2020-05-20,4.815,0.075,
Asia,2020-05-21,5.167,0.087,
Asia,2020-05-22,5.162,0.087,
Asia,2020-05-23,5.196,0.082,
Asia,2020-05-24,5.128,0.083,
Asia,2020-05-25,4.645,0.072,
Asia,2020-05-26,4.326,0.085,
Asia,2020-05-27,5.085,0.1,
Asia,2020-05-28,5.526,0.099,
Asia,2020-05-29,6.149,0.12,
Asia,2020-05-30,5.875,0.116,
Asia,2020-05-31,6.223,0.114,
Asia,2020-06-01,5.994,0.111,
Asia,2020-06-02,6.512,0.117,
Asia,2020-06-03,7.117,0.138,
Asia,2020-06-04,6.849,0.123,
Asia,2020-06-05,7.056,0.139,
Asia,2020-06-06,7.338,0.14,
Asia,2020-06-07,7.372,0.14,
Asia,2020-06-08,6.636,0.14,
Asia,2020-06-09,7.185,0.14,
Asia,2020-06-10,7.835,0.164,
Asia,2020-06-11,8.064,0.176,
Asia,2020-06-12,6.966,0.156,
Asia,2020-06-13,8.294,0.158,
Asia,2020-06-14,9.58,0.186,
Asia,2020-06-15,7.944,0.193,
Asia,2020-06-16,8.067,0.538,
Asia,2020-06-17,8.886,0.187,
Asia,2020-06-18,8.722,0.193,
Asia,2020-06-19,9.173,0.202,
Asia,2020-06-20,8.903,0.182,
Asia,2020-06-21,8.497,0.209,
Asia,2020-06-22,8.644,0.172,
Asia,2020-06-23,9.034,0.203,
Asia,2020-06-24,9.337,0.217,
Asia,2020-06-25,9.446,0.205,
Asia,2020-06-26,9.838,0.199,
Asia,2020-06-27,9.901,0.2,
Asia,2020-06-28,10.01,0.189,
Asia,2020-06-29,9.474,0.218,
Asia,2020-06-30,9.918,0.238,
Asia,2020-07-01,14.217,0.221,
Asia,2020-07-02,10.788,0.208,
Asia,2020-07-03,10.825,0.2,
Asia,2020-07-04,11.448,0.251,
Asia,2020-07-05,11.972,0.25,
Asia,2020-07-06,10.667,0.23,
Asia,2020-07-07,10.705,0.249,
Asia,2020-07-08,11.484,0.23,
Asia,2020-07-09,12.279,0.239,
Asia,2020-07-10,12.028,0.239,
Asia,2020-07-11,11.794,0.243,
Asia,2020-07-12,11.688,0.293,
Asia,2020-07-13,12.02,0.246,
Asia,2020-07-14,11.716,0.249,
Asia,2020-07-15,12.892,0.265,
Asia,2020-07-16,12.978,0.273,
Asia,2020-07-17,13.652,0.288,
Asia,2020-07-18,15.811,0.405,
Asia,2020-07-19,14.61,0.367,
Asia,2020-07-20,13.1,0.254,
Asia,2020-07-21,13.965,0.275,
Asia,2020-07-22,15.277,0.389,
Asia,2020-07-23,17.013,0.326,
Asia,2020-07-24,15.997,0.286,
Asia,2020-07-25,15.853,0.272,
Asia,2020-07-26,15.533,0.28,
Asia,2020-07-27,14.756,0.257,
Asia,2020-07-28,16.617,0.331,
Asia,2020-07-29,16.597,0.277,
Asia,2020-07-30,17.241,0.289,
Asia,2020-07-31,18.868,0.289,
Asia,2020-08-01,16.524,0.295,
Asia,2020-08-02,17.423,0.33,
Asia,2020-08-03,16.021,0.292,
Asia,2020-08-04,16.905,0.303,
Asia,2020-08-05,18.288,0.315,
Asia,2020-08-06,19.331,0.296,
Asia,2020-08-07,19.329,0.303,
Asia,2020-08-08,19.406,0.289,
Asia,2020-08-09,18.456,0.398,
Asia,2020-08-10,17.331,0.292,
Asia,2020-08-11,18.291,0.293,
Asia,2020-08-12,20.333,0.332,
Asia,2020-08-13,19.712,0.321,
Asia,2020-08-14,20.196,0.313,
Asia,2020-08-15,19.481,0.33,
Asia,2020-08-16,17.851,0.36,
Asia,2020-08-17,16.595,0.291,
Asia,2020-08-18,19.827,0.344,
Asia,2020-08-19,20.96,0.336,
Asia,2020-08-20,20.669,0.33,
Asia,2020-08-21,20.721,0.309,
Asia,2020-08-22,20.272,0.301,
Asia,2020-08-23,17.915,0.314,
Asia,2020-08-24,18.389,0.291,
Asia,2020-08-25,17.498,0.319,
Asia,2020-08-26,24.076,0.359,
Asia,2020-08-27,22.074,0.349,
Asia,2020-08-28,22.149,0.342,
Asia,2020-08-29,22.303,0.315,
Asia,2020-08-30,22.044,0.351,
Asia,2020-08-31,20.071,0.28,
Asia,2020-09-01,22.13,0.332,
Asia,2020-09-02,23.537,0.34,
Asia,2020-09-03,23.766,0.359,
Asia,2020-09-04,24.571,0.345,
Asia,2020-09-05,24.544,0.339,
Asia,2020-09-06,24.938,0.361,
Asia,2020-09-07,21.547,0.354,
Asia,2020-09-08,25.243,0.355,
Asia,2020-09-09,26.763,0.376,
Asia,2020-09-10,27.268,0.39,
Asia,2020-09-11,27.504,0.364,
Asia,2020-09-12,26.49,0.379,
Asia,2020-09-13,25.772,0.375,
Asia,2020-09-14,24.688,0.404,
Asia,2020-09-15,26.076,0.404,
Asia,2020-09-16,27.943,0.392,
Asia,2020-09-17,27.615,0.392,
Asia,2020-09-18,26.981,0.395,
Asia,2020-09-19,26.389,0.384,
Asia,2020-09-20,25.024,0.387,
Asia,2020-09-21,22.577,0.36,
Asia,2020-09-22,25.085,0.375,
Asia,2020-09-23,26.389,0.388,
Asia,2020-09-24,26.345,0.379,
Asia,2020-09-25,26.11,0.377,
Asia,2020-09-26,25.99,0.381,
Asia,2020-09-27,24.16,0.37,
Asia,2020-09-28,20.997,0.303,
Asia,2020-09-29,24.322,0.409,
Asia,2020-09-30,26.787,0.398,
Asia,2020-10-01,25.454,0.379,
Asia,2020-10-02,24.941,0.374,
Asia,2020-10-03,22.916,0.332,
Asia,2020-10-04,23.047,0.355,
Asia,2020-10-05,20.744,0.345,
Asia,2020-10-06,23.147,0.364,
Asia,2020-10-07,24.892,0.367,
Asia,2020-10-08,23.194,0.382,
Asia,2020-10-09,22.838,0.351,
Asia,2020-10-10,23.037,0.344,
Asia,2020-10-11,21.071,0.35,
Asia,2020-10-12,19.28,0.3,
Asia,2020-10-13,21.262,0.313,
Asia,2020-10-14,22.33,0.324,
Asia,2020-10-15,21.705,0.353,
Asia,2020-10-16,21.446,0.339,
Asia,2020-10-17,20.577,0.382,
Asia,2020-10-18,19.468,0.293,
Asia,2020-10-19,17.551,0.308,
Asia,2020-10-20,19.35,0.324,
Asia,2020-10-21,20.948,0.336,
Asia,2020-10-22,20.687,0.326,
Asia,2020-10-23,20.796,0.339,
Asia,2020-10-24,18.901,0.296,
Asia,2020-10-25,18.146,0.285,
Asia,2020-10-26,15.505,0.294,
Asia,2020-10-27,18.074,0.294,
Asia,2020-10-28,19.854,0.312,
Asia,2020-10-29,19.856,0.314,
Asia,2020-10-30,19.627,0.298,
Asia,2020-10-31,18.503,0.3,
Asia,2020-11-01,18.662,0.315,
Asia,2020-11-02,17.711,0.313,
Asia,2020-11-03,19.83,0.325,
Asia,2020-11-04,20.747,0.37,
Asia,2020-11-05,20.566,0.345,
Asia,2020-11-06,21.656,0.34,
Asia,2020-11-07,19.982,0.314,
Asia,2020-11-08,20.191,0.327,
Asia,2020-11-09,18.234,0.326,
Asia,2020-11-10,20.336,0.331,
Asia,2020-11-11,21.506,0.346,
Asia,2020-11-12,21.123,0.34,
Asia,2020-11-13,21.206,0.339,
Asia,2020-11-14,20.063,0.321,
Asia,2020-11-15,17.413,0.323,
Asia,2020-11-16,17.198,0.319,
Asia,2020-11-17,20.083,0.34,
Asia,2020-11-18,22.733,0.377,
Asia,2020-11-19,22.792,0.433,
Asia,2020-11-20,23.153,0.36,
Asia,2020-11-21,22.099,0.347,
Asia,2020-11-22,22.35,0.372,
Asia,2020-11-23,20.624,0.353,
Asia,2020-11-24,22.872,0.364,
Asia,2020-11-25,23.381,0.377,
Asia,2020-11-26,29.499,0.381,
Asia,2020-11-27,31.14,0.354,
Asia,2020-11-28,27.183,0.355,
Asia,2020-11-29,26.697,0.369,
Asia,2020-11-30,24.618,0.348,
Asia,2020-12-01,26.18,0.368,
Asia,2020-12-02,27.101,0.352,
Asia,2020-12-03,27.987,0.369,
Asia,2020-12-04,26.961,0.352,
Asia,2020-12-05,26.291,0.328,
Asia,2020-12-06,25.486,0.329,
Asia,2020-12-07,23.113,0.32,
Asia,2020-12-08,25.245,0.347,
Asia,2020-12-09,25.212,0.329,
Asia,2020-12-10,18.179,0.33,
Asia,2020-12-11,24.413,0.324,
Asia,2020-12-12,23.44,0.31,
Asia,2020-12-13,21.153,0.304,
Asia,2020-12-14,20.132,0.313,
Asia,2020-12-15,22.908,0.33,0
Asia,2020-12-16,22.727,0.313,40
Asia,2020-12-17,21.711,0.302,40
Asia,2020-12-18,21.41,0.294,40
Asia,2020-12-19,20.387,0.294,40
Asia,2020-12-20,18.642,0.322,42
Asia,2020-12-21,16.924,0.308,43
Asia,2020-12-22,19.165,0.309,45
Asia,2020-12-23,19.186,0.3,48
Asia,2020-12-24,18.918,0.296,52
Asia,2020-12-25,18.341,0.281,50
Asia,2020-12-26,16.165,0.261,50
Asia,2020-12-27,15.243,0.3,53
Asia,2020-12-28,14.909,0.276,56
Asia,2020-12-29,17.412,0.297,60
Asia,2020-12-30,17.851,0.301,63
Asia,2020-12-31,18.136,0.259,65
Asia,2021-01-01,16.065,0.24,75
Asia,2021-01-02,15.091,0.242,86
Asia,2021-01-03,14.745,0.248,97
Asia,2021-01-04,15.434,0.228,107
Asia,2021-01-05,17.624,0.262,115
Asia,2021-01-06,18.715,0.228,130
Asia,2021-01-07,18.709,0.243,141
Asia,2021-01-08,14.402,0.191,143
Asia,2021-01-09,22.377,0.277,144
Asia,2021-01-10,16.3,0.207,135
Asia,2021-01-11,15.844,0.212,125
Asia,2021-01-12,17.517,0.295,117
Asia,2021-01-13,18.602,0.284,116
Asia,2021-01-14,18.408,0.248,186
Asia,2021-01-15,17.604,0.256,202
Asia,2021-01-16,18.246,0.236,233
Asia,2021-01-17,16.035,0.223,224
Asia,2021-01-18,13.818,0.228,250
Asia,2021-01-19,15.943,0.261,270
Asia,2021-01-20,17.414,0.253,284
Asia,2021-01-21,16.306,0.265,300
Asia,2021-01-22,16.155,0.224,315
Asia,2021-01-23,15.602,0.223,331
Asia,2021-01-24,14.275,0.218,349
Asia,2021-01-25,12.507,0.238,371
Asia,2021-01-26,16.234,0.26,384
Asia,2021-01-27,17.058,0.269,382
Asia,2021-01-28,17.665,0.29,369
Asia,2021-01-29,16.169,0.206,353
Asia,2021-01-30,15.853,0.271,329
Asia,2021-01-31,14.372,0.231,300
Asia,2021-02-01,14.041,0.21,331
Asia,2021-02-02,14.774,0.238,367
Asia,2021-02-03,16.438,0.214,433
Asia,2021-02-04,15.521,0.217,470
Asia,2021-02-05,14.548,0.195,501
Asia,2021-02-06,14.914,0.185,542
Asia,2021-02-07,14.083,0.187,577
Asia,2021-02-08,12.704,0.19,556
Asia,2021-02-09,14.494,0.2,537
Asia,2021-02-10,15.102,0.206,492
Asia,2021-02-11,13.854,0.178,464
Asia,2021-02-12,14.266,0.188,452
Asia,2021-02-13,13.435,0.183,426
Asia,2021-02-14,12.513,0.17,412
Asia,2021-02-15,12.649,0.149,392
Asia,2021-02-16,14.652,0.196,381
Asia,2021-02-17,14.8,0.184,394
Asia,2021-02-18,14.221,0.184,421
Asia,2021-02-19,14.332,0.196,425
Asia,2021-02-20,13.359,0.193,433
Asia,2021-02-21,14.359,0.167,431
Asia,2021-02-22,14.355,0.161,429
Asia,2021-02-23,15.681,0.201,433
Asia,2021-02-24,16.307,0.321,432
Asia,2021-02-25,16.193,0.203,426
Asia,2021-02-26,15.959,0.206,425
Asia,2021-02-27,14.906,0.167,432
Asia,2021-02-28,14.485,0.177,428
Asia,2021-03-01,14.725,0.157,450
Asia,2021-03-02,16.308,0.188,471
Asia,2021-03-03,17.198,0.175,503
Asia,2021-03-04,17.276,0.172,528
Asia,2021-03-05,17.289,0.202,556
Asia,2021-03-06,16.497,0.147,591
Asia,2021-03-07,16.484,0.147,601
Asia,2021-03-08,16.923,0.203,651
Asia,2021-03-09,17.705,0.179,671
Asia,2021-03-10,19.157,0.171,675
